flight_id,drone_id,battery_id,launch_timestamp,duration_min,destination_hospital,destination_district,dest_lat,dest_lon,distance_km,payload_g,blood_product,weather,outcome,battery_pct_end
FLT-00146,ZIP-27,BAT-1133,2023-02-06 10:58:03,25.1,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,322,Fresh Frozen Plasma,Overcast,Partial Delivery,60
FLT-00147,ZIP-19,BAT-1052,2023-06-09 19:00:50,24.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1429,Fresh Frozen Plasma,Light Rain,Partial Delivery,40
FLT-00148,ZIP-17,BAT-1493,2023-08-13 16:35:27,25.7,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,421,Fresh Frozen Plasma,Partly Cloudy,Returned - Technical,72
FLT-00149,ZIP-23,BAT-1231,2023-05-23 23:55:02,110.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1348,Whole Blood,Overcast,Returned - Weather,56
FLT-00150,ZIP-19,BAT-1279,2023-11-19 09:08:05,140.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,895,Fresh Frozen Plasma,Clear,Delivered,18
FLT-00151,ZIP-10,BAT-1648,2023-12-05 01:42:29,33.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,387,Packed Red Cells,Light Rain,Returned - Weather,42
FLT-00152,ZIP-20,BAT-1738,2023-06-26 10:17:06,100.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1790,Whole Blood,Overcast,Delivered,21
FLT-00153,ZIP-18,BAT-1083,2023-03-03 09:09:59,38.6,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1107,Platelets,Clear,Returned - Technical,49
FLT-00154,ZIP-13,BAT-1524,2023-06-21 22:09:01,112.5,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,906,Platelets,Partly Cloudy,Partial Delivery,25
FLT-00155,ZIP-17,BAT-1046,2023-09-21 15:26:56,88.1,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1009,Whole Blood,Light Rain,Returned - Weather,18
FLT-00156,ZIP-19,BAT-1261,2023-04-28 07:25:55,40.1,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,871,Whole Blood,Partly Cloudy,Partial Delivery,18
FLT-00157,ZIP-17,BAT-1545,2023-10-18 08:40:34,101.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1224,Fresh Frozen Plasma,Partly Cloudy,Delivered,22
FLT-00158,ZIP-20,BAT-1079,2023-12-01 22:13:33,103.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1379,Platelets,Light Rain,Delivered,54
FLT-00159,ZIP-10,BAT-1414,2023-10-03 19:00:34,102.8,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,865,Packed Red Cells,Overcast,Delivered,69
FLT-00160,ZIP-13,BAT-1447,2023-06-28 22:24:50,115.8,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,698,Platelets,Overcast,Delivered,55
FLT-00161,ZIP-17,BAT-1347,2023-07-23 17:41:05,98.3,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,882,Packed Red Cells,Overcast,Returned - Technical,22
FLT-00162,ZIP-21,BAT-1357,2023-09-04 04:04:54,110.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1689,Packed Red Cells,Foggy,Delivered,33
FLT-00163,ZIP-30,BAT-1156,2023-02-27 02:57:32,23.6,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,354,Packed Red Cells,Partly Cloudy,Returned - Weather,67
FLT-00164,ZIP-28,BAT-1697,2023-07-12 03:30:16,138.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1516,Fresh Frozen Plasma,Foggy,Partial Delivery,58
FLT-00165,ZIP-18,BAT-1815,2023-02-28 21:01:29,86.1,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1411,Whole Blood,Light Rain,Delivered,40
FLT-00166,ZIP-19,BAT-1851,2023-01-30 01:30:25,111.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,357,Whole Blood,Light Rain,Returned - Weather,57
FLT-00167,ZIP-11,BAT-1756,2023-07-17 04:12:52,112.2,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1121,Packed Red Cells,Foggy,Returned - Weather,38
FLT-00168,ZIP-20,BAT-1105,2023-07-04 23:11:01,113.2,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1662,Whole Blood,Clear,Delivered,50
FLT-00169,ZIP-15,BAT-1624,2023-03-09 06:21:56,135.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,945,Fresh Frozen Plasma,Light Rain,Delivered,36
FLT-00170,ZIP-20,BAT-1662,2023-06-09 00:00:24,103.9,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,334,Fresh Frozen Plasma,Foggy,Delivered,24
FLT-00171,ZIP-29,BAT-1872,2023-09-21 16:57:13,112.3,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,507,Fresh Frozen Plasma,Overcast,Returned - Technical,23
FLT-00172,ZIP-30,BAT-1990,2023-09-15 23:18:47,110.3,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1630,Platelets,Overcast,Delivered,26
FLT-00173,ZIP-30,BAT-1385,2023-10-03 12:48:42,116.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,872,Packed Red Cells,Overcast,Returned - Weather,60
FLT-00174,ZIP-26,BAT-1433,2023-11-19 04:27:27,142.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,941,Whole Blood,Foggy,Delivered,41
FLT-00175,ZIP-16,BAT-1497,2023-03-12 06:10:19,90.2,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,663,Packed Red Cells,Overcast,Partial Delivery,27
FLT-00176,ZIP-27,BAT-1789,2023-04-26 02:58:55,28.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1712,Whole Blood,Clear,Returned - Weather,60
FLT-00177,ZIP-14,BAT-1385,2023-12-07 14:34:21,88.8,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,532,Packed Red Cells,Partly Cloudy,Returned - Weather,71
FLT-00178,ZIP-11,BAT-1448,2023-10-27 17:09:09,139.9,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1041,Fresh Frozen Plasma,Partly Cloudy,Returned - Technical,61
FLT-00179,ZIP-24,BAT-1802,2023-04-03 11:56:30,142.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,679,Packed Red Cells,Foggy,Delivered,37
FLT-00180,ZIP-28,BAT-1969,2023-12-18 07:39:05,104.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1102,Platelets,Overcast,Returned - Technical,67
FLT-00181,ZIP-16,BAT-1836,2023-10-30 10:38:30,85.7,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1438,Packed Red Cells,Foggy,Delivered,34
FLT-00182,ZIP-13,BAT-1956,2023-09-07 06:13:18,25.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1656,Whole Blood,Overcast,Returned - Weather,36
FLT-00183,ZIP-12,BAT-1447,2023-10-24 14:45:51,22.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,654,Platelets,Light Rain,Returned - Weather,40
FLT-00184,ZIP-21,BAT-1083,2023-06-11 09:07:10,22.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,659,Whole Blood,Foggy,Returned - Weather,38
FLT-00185,ZIP-14,BAT-1149,2023-11-23 03:41:23,27.3,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,278,Fresh Frozen Plasma,Overcast,Partial Delivery,71
FLT-00186,ZIP-12,BAT-1927,2023-09-28 13:51:40,104.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,238,Fresh Frozen Plasma,Light Rain,Delivered,31
FLT-00187,ZIP-19,BAT-1794,2023-08-02 09:13:34,40.1,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,686,Fresh Frozen Plasma,Foggy,Returned - Weather,25
FLT-00188,ZIP-25,BAT-1856,2023-04-03 20:25:02,25.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1422,Whole Blood,Foggy,Returned - Weather,58
FLT-00189,ZIP-10,BAT-1439,2023-08-12 13:49:50,111.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1459,Fresh Frozen Plasma,Partly Cloudy,Delivered,33
FLT-00190,ZIP-21,BAT-1998,2023-06-12 00:41:29,110.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,338,Whole Blood,Clear,Returned - Weather,42
FLT-00191,ZIP-10,BAT-1765,2023-01-18 03:46:12,102.8,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,931,Whole Blood,Overcast,Delivered,40
FLT-00192,ZIP-20,BAT-1595,2023-10-12 21:30:19,37.8,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,473,Whole Blood,Clear,Partial Delivery,40
FLT-00193,ZIP-24,BAT-1797,2023-05-12 17:29:20,115.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1624,Platelets,Partly Cloudy,Partial Delivery,58
FLT-00194,ZIP-16,BAT-1044,2023-11-12 09:42:23,33.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,285,Fresh Frozen Plasma,Light Rain,Returned - Weather,37
FLT-00195,ZIP-30,BAT-1771,2023-06-04 21:43:01,117.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,591,Fresh Frozen Plasma,Foggy,Returned - Weather,40
FLT-00196,ZIP-21,BAT-1818,2023-12-03 11:49:29,26.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1094,Platelets,Overcast,Delivered,65
FLT-00197,ZIP-25,BAT-1508,2023-12-14 16:37:32,105.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,952,Fresh Frozen Plasma,Overcast,Delivered,69
FLT-00198,ZIP-27,BAT-1184,2023-10-10 14:53:20,25.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,801,Fresh Frozen Plasma,Light Rain,Returned - Weather,24
FLT-00199,ZIP-23,BAT-1617,2023-05-08 14:26:06,26.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,541,Platelets,Overcast,Delivered,40
FLT-00200,ZIP-18,BAT-1445,2023-01-17 16:46:43,103.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1509,Whole Blood,Overcast,Returned - Weather,22
FLT-00201,ZIP-10,BAT-1163,2023-09-05 20:02:51,138.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,492,Platelets,Foggy,Partial Delivery,20
FLT-00202,ZIP-28,BAT-1392,2023-01-27 08:39:37,34.5,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,266,Packed Red Cells,Overcast,Delivered,61
FLT-00203,ZIP-26,BAT-1140,2023-05-25 07:38:23,100.7,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,951,Platelets,Clear,Returned - Weather,38
FLT-00204,ZIP-15,BAT-1753,2023-04-19 11:34:36,136.9,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1222,Platelets,Clear,Delivered,53
FLT-00205,ZIP-25,BAT-1292,2023-04-12 21:56:07,27.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,609,Whole Blood,Light Rain,Delivered,26
FLT-00206,ZIP-20,BAT-1990,2023-06-25 19:20:35,23.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1567,Fresh Frozen Plasma,Light Rain,Delivered,63
FLT-00207,ZIP-30,BAT-1161,2023-08-02 20:20:41,25.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,556,Fresh Frozen Plasma,Overcast,Partial Delivery,50
FLT-00208,ZIP-25,BAT-1809,2023-02-17 09:10:48,40.5,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,253,Fresh Frozen Plasma,Partly Cloudy,Delivered,53
FLT-00209,ZIP-12,BAT-1088,2023-05-24 12:30:04,112.9,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,833,Platelets,Foggy,Delivered,63
FLT-00210,ZIP-20,BAT-1128,2023-07-06 03:28:55,139.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1515,Whole Blood,Light Rain,Partial Delivery,46
FLT-00211,ZIP-27,BAT-1798,2023-09-22 09:04:30,101.8,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1510,Packed Red Cells,Partly Cloudy,Partial Delivery,67
FLT-00212,ZIP-26,BAT-1127,2023-06-18 06:17:40,36.6,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,513,Fresh Frozen Plasma,Clear,Partial Delivery,28
FLT-00213,ZIP-26,BAT-1970,2023-05-06 13:24:58,40.1,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,781,Whole Blood,Partly Cloudy,Delivered,34
FLT-00214,ZIP-19,BAT-1640,2023-09-04 21:09:39,40.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1458,Whole Blood,Overcast,Delivered,50
FLT-00215,ZIP-29,BAT-1639,2023-03-07 17:48:01,139.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,891,Whole Blood,Foggy,Returned - Weather,70
FLT-00216,ZIP-28,BAT-1785,2023-02-01 19:03:06,22.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1053,Whole Blood,Foggy,Delivered,49
FLT-00217,ZIP-22,BAT-1250,2023-08-01 03:09:02,137.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,809,Platelets,Overcast,Delivered,22
FLT-00218,ZIP-29,BAT-1348,2023-01-24 12:25:47,136.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,494,Fresh Frozen Plasma,Light Rain,Delivered,63
FLT-00219,ZIP-21,BAT-1133,2023-10-13 09:14:15,90.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1254,Whole Blood,Overcast,Delivered,38
FLT-00220,ZIP-19,BAT-1051,2023-07-01 09:50:22,33.6,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,986,Platelets,Light Rain,Returned - Weather,33
FLT-00221,ZIP-15,BAT-1781,2023-11-13 04:09:47,35.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1220,Platelets,Foggy,Returned - Technical,49
FLT-00222,ZIP-16,BAT-1246,2023-07-13 09:49:37,82.8,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1394,Fresh Frozen Plasma,Light Rain,Returned - Weather,21
FLT-00223,ZIP-13,BAT-1867,2023-04-20 12:25:52,25.6,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1082,Packed Red Cells,Light Rain,Delivered,34
FLT-00224,ZIP-11,BAT-1410,2023-05-23 07:17:40,141.0,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1367,Packed Red Cells,Overcast,Delivered,41
FLT-00225,ZIP-29,BAT-1286,2023-04-23 07:57:46,109.8,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1593,Whole Blood,Foggy,Delivered,26
FLT-00226,ZIP-21,BAT-1961,2023-06-03 05:26:55,24.6,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1746,Packed Red Cells,Overcast,Returned - Weather,30
FLT-00227,ZIP-14,BAT-1039,2023-07-17 23:21:56,112.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1661,Fresh Frozen Plasma,Clear,Delivered,69
FLT-00228,ZIP-29,BAT-1953,2023-07-21 22:31:54,101.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,852,Packed Red Cells,Foggy,Returned - Weather,43
FLT-00229,ZIP-27,BAT-1521,2023-10-15 08:57:21,115.9,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1203,Fresh Frozen Plasma,Foggy,Delivered,48
FLT-00230,ZIP-19,BAT-1597,2023-05-24 07:20:37,24.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1685,Whole Blood,Clear,Delivered,56
FLT-00231,ZIP-28,BAT-1052,2023-04-14 08:55:22,105.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1183,Packed Red Cells,Foggy,Returned - Weather,51
FLT-00232,ZIP-11,BAT-1248,2023-10-08 07:54:40,139.9,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1372,Whole Blood,Light Rain,Delivered,30
FLT-00233,ZIP-16,BAT-1707,2023-06-21 12:46:38,24.1,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1040,Platelets,Partly Cloudy,Delivered,72
FLT-00234,ZIP-27,BAT-1212,2023-10-10 17:52:44,135.4,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,865,Platelets,Partly Cloudy,Returned - Weather,51
FLT-00235,ZIP-30,BAT-1362,2023-05-03 02:23:10,105.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1619,Fresh Frozen Plasma,Light Rain,Returned - Weather,57
FLT-00236,ZIP-17,BAT-1305,2023-03-16 22:01:54,105.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,809,Fresh Frozen Plasma,Overcast,Returned - Weather,63
FLT-00237,ZIP-27,BAT-1357,2023-09-26 07:30:08,38.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1677,Fresh Frozen Plasma,Overcast,Delivered,36
FLT-00238,ZIP-14,BAT-1977,2023-08-11 23:11:28,27.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,794,Whole Blood,Light Rain,Delivered,36
FLT-00239,ZIP-16,BAT-1490,2023-01-31 22:36:27,137.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,613,Fresh Frozen Plasma,Light Rain,Returned - Weather,53
FLT-00240,ZIP-11,BAT-1248,2023-04-16 17:41:44,136.0,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1571,Packed Red Cells,Foggy,Returned - Technical,58
FLT-00241,ZIP-13,BAT-1483,2023-01-21 15:15:09,33.4,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1595,Packed Red Cells,Overcast,Returned - Technical,18
FLT-00242,ZIP-19,BAT-1774,2023-12-28 01:50:12,110.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,857,Fresh Frozen Plasma,Light Rain,Delivered,59
FLT-00243,ZIP-11,BAT-1740,2023-12-19 20:35:08,27.7,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,558,Platelets,Foggy,Delivered,71
FLT-00244,ZIP-19,BAT-1959,2023-12-29 22:47:22,39.9,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,276,Whole Blood,Light Rain,Partial Delivery,37
FLT-00245,ZIP-30,BAT-1465,2023-08-23 08:20:40,110.0,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1312,Platelets,Overcast,Delivered,26
FLT-00246,ZIP-24,BAT-1166,2023-07-02 00:16:11,111.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1527,Fresh Frozen Plasma,Clear,Delivered,63
FLT-00247,ZIP-16,BAT-1690,2023-01-06 17:16:27,38.5,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,559,Platelets,Overcast,Returned - Weather,70
FLT-00248,ZIP-25,BAT-1143,2023-07-20 08:45:49,100.3,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,862,Packed Red Cells,Light Rain,Returned - Weather,18
FLT-00249,ZIP-28,BAT-1309,2023-05-30 05:10:20,84.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1680,Whole Blood,Overcast,Delivered,34
FLT-00250,ZIP-24,BAT-1121,2023-05-20 21:16:06,140.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,828,Packed Red Cells,Clear,Returned - Technical,43
FLT-00251,ZIP-30,BAT-1120,2023-07-15 09:49:48,142.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,804,Fresh Frozen Plasma,Overcast,Returned - Technical,57
FLT-00252,ZIP-21,BAT-1620,2023-03-27 08:25:35,40.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1051,Platelets,Light Rain,Delivered,66
FLT-00253,ZIP-29,BAT-1253,2023-11-08 17:08:06,114.5,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,367,Platelets,Partly Cloudy,Partial Delivery,51
FLT-00254,ZIP-26,BAT-1560,2023-05-21 18:04:45,135.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,614,Packed Red Cells,Foggy,Returned - Weather,28
FLT-00255,ZIP-28,BAT-1210,2023-11-29 02:23:12,86.8,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1201,Whole Blood,Clear,Returned - Technical,50
FLT-00256,ZIP-24,BAT-1425,2023-11-11 07:33:23,98.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1354,Whole Blood,Partly Cloudy,Returned - Weather,53
FLT-00257,ZIP-10,BAT-1260,2023-09-19 12:38:58,104.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1727,Packed Red Cells,Clear,Delivered,55
FLT-00258,ZIP-12,BAT-1061,2023-01-18 20:07:53,25.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1166,Whole Blood,Clear,Returned - Weather,36
FLT-00259,ZIP-24,BAT-1391,2023-03-12 03:32:51,103.9,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,973,Platelets,Light Rain,Delivered,23
FLT-00260,ZIP-21,BAT-1880,2023-09-15 06:21:12,141.9,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,442,Packed Red Cells,Partly Cloudy,Returned - Technical,52
FLT-00261,ZIP-10,BAT-1003,2023-07-25 15:10:11,98.7,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,811,Platelets,Partly Cloudy,Partial Delivery,61
FLT-00262,ZIP-21,BAT-1471,2023-07-31 16:35:54,138.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,517,Fresh Frozen Plasma,Light Rain,Returned - Weather,30
FLT-00263,ZIP-10,BAT-1904,2023-10-25 12:52:59,135.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,692,Packed Red Cells,Light Rain,Returned - Weather,22
FLT-00264,ZIP-17,BAT-1049,2023-08-19 21:57:38,21.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1716,Whole Blood,Foggy,Returned - Technical,43
FLT-00265,ZIP-19,BAT-1515,2023-04-02 06:12:01,102.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,679,Fresh Frozen Plasma,Clear,Delivered,54
FLT-00266,ZIP-14,BAT-1309,2023-10-28 06:34:40,114.6,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1552,Packed Red Cells,Overcast,Delivered,44
FLT-00267,ZIP-23,BAT-1641,2023-04-18 02:37:13,83.1,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1338,Platelets,Foggy,Returned - Technical,21
FLT-00268,ZIP-14,BAT-1418,2023-09-08 02:08:25,88.0,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,814,Platelets,Foggy,Delivered,29
FLT-00269,ZIP-14,BAT-1878,2023-07-04 03:30:55,111.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1148,Whole Blood,Partly Cloudy,Delivered,53
FLT-00270,ZIP-18,BAT-1248,2023-06-12 00:08:04,102.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,616,Fresh Frozen Plasma,Partly Cloudy,Delivered,59
FLT-00271,ZIP-16,BAT-1548,2023-12-25 09:46:13,25.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,305,Fresh Frozen Plasma,Overcast,Delivered,42
FLT-00272,ZIP-28,BAT-1823,2023-08-24 04:43:26,139.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1683,Packed Red Cells,Clear,Delivered,48
FLT-00273,ZIP-16,BAT-1216,2023-12-04 22:05:01,39.8,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1718,Whole Blood,Overcast,Delivered,65
FLT-00274,ZIP-17,BAT-1937,2023-12-22 09:12:38,99.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1330,Fresh Frozen Plasma,Foggy,Returned - Weather,67
FLT-00275,ZIP-21,BAT-1267,2023-05-29 02:01:28,86.4,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1250,Platelets,Overcast,Delivered,47
FLT-00276,ZIP-16,BAT-1936,2023-11-09 00:47:35,29.5,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,959,Fresh Frozen Plasma,Light Rain,Partial Delivery,44
FLT-00277,ZIP-27,BAT-1267,2023-08-07 17:06:37,28.5,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1396,Platelets,Partly Cloudy,Delivered,36
FLT-00278,ZIP-27,BAT-1511,2023-03-18 10:38:23,35.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1540,Fresh Frozen Plasma,Light Rain,Returned - Weather,34
FLT-00279,ZIP-21,BAT-1814,2023-10-09 06:02:55,102.8,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,546,Packed Red Cells,Light Rain,Returned - Weather,64
FLT-00280,ZIP-11,BAT-1536,2023-07-09 21:26:16,110.6,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,352,Whole Blood,Foggy,Returned - Technical,66
FLT-00281,ZIP-14,BAT-1724,2023-06-10 09:46:26,22.7,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,218,Packed Red Cells,Partly Cloudy,Delivered,50
FLT-00282,ZIP-10,BAT-1016,2023-05-26 04:28:57,98.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1289,Platelets,Foggy,Delivered,18
FLT-00283,ZIP-23,BAT-1832,2023-07-25 20:31:48,27.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,567,Whole Blood,Foggy,Returned - Weather,24
FLT-00284,ZIP-18,BAT-1362,2023-02-28 01:49:30,111.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1012,Whole Blood,Foggy,Returned - Weather,41
FLT-00285,ZIP-12,BAT-1700,2023-06-28 12:10:08,102.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1538,Whole Blood,Partly Cloudy,Delivered,23
FLT-00286,ZIP-15,BAT-1719,2023-05-28 12:59:48,100.7,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,369,Platelets,Light Rain,Delivered,72
FLT-00287,ZIP-26,BAT-1916,2023-09-08 16:58:16,104.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,287,Packed Red Cells,Foggy,Partial Delivery,31
FLT-00288,ZIP-12,BAT-1946,2023-12-11 22:36:20,139.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1601,Fresh Frozen Plasma,Overcast,Delivered,52
FLT-00289,ZIP-16,BAT-1984,2023-09-13 20:01:21,109.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1402,Packed Red Cells,Overcast,Delivered,66
FLT-00290,ZIP-28,BAT-1166,2023-11-16 01:21:53,138.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,692,Platelets,Clear,Delivered,61
